ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,comparison,pass
308,-9.501276675147846,22.721708917762292,-13.770745861423055,5.7213935316603404e-6,0.008227635202782442,3.3415330646865,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
133,-7.467162420091697,21.269431977790035,-12.765252431221493,9.12643975298483e-6,0.008227635202782442,3.1118050290827917,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
87,10.595631299999589,19.99746697847664,12.681733986327659,9.501962803431202e-6,0.008227635202782442,3.091068297206103,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1646,7.920175672523369,18.62498308807828,12.0236968939532,1.3172593577707697e-5,0.008227635202782442,2.917774955824042,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
164,7.880243148332841,18.94355689607802,11.977164540466354,1.3488807378313294e-5,0.008227635202782442,2.9048205630516257,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
2296,-6.455792737677712,20.773102924222034,-11.755728038561264,1.5118633767700615e-5,0.008227635202782442,2.8418293603889833,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1528,-7.3934244413689445,20.733451821396905,-11.755697434330783,1.5118874182527083e-5,0.008227635202782442,2.841820498290085,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1326,-6.5331220565624015,20.32632753389578,-11.733980520254583,1.529058869613061e-5,0.008227635202782442,2.8355208505730385,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
618,9.162922294579994,19.036817582605725,11.412322135758815,1.8116198567457477e-5,0.008227635202782442,2.7395694514607314,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
2245,-6.945007518492734,20.61180825989558,-11.128901201150716,2.1113149652001094e-5,0.008227635202782442,2.6507463437179943,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
4769,-6.291125757608285,19.4243102554615,-11.081076985058672,2.167326735813893e-5,0.008227635202782442,2.6353460847075407,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
2431,-7.097604682950967,20.693639398900142,-10.927894637000696,2.358583751901835e-5,0.008227635202782442,2.5851913802217137,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1635,6.3413447219295485,18.428967746798456,10.91280109700228,2.378458030601996e-5,0.008227635202782442,2.5801802660473996,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1190,7.690564098956077,18.708938211954226,10.705076719383278,2.672515072717383e-5,0.008479279571990999,2.509922017628165,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
4975,-6.209669468091096,19.86077656971047,-10.605411081918273,2.8283120653739153e-5,0.008479279571990999,2.4753380304600068,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
2456,-5.911879643792069,20.71123024079695,-10.235951651908461,3.504363771367365e-5,0.0098494524248994,2.3419620978364577,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
3916,-5.806293805169133,20.006451771870307,-10.10370050582744,3.7902313529175926e-5,0.01002627670239436,2.292157713332017,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
3704,-5.577990545483818,19.879508188804216,-9.744913950363195,4.710975128497929e-5,0.011261821254976209,2.1512458023347545,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
918,7.613210735097841,18.947498836641987,9.712370307499432,4.8065139827194e-5,0.011261821254976209,2.1380304776929044,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
3480,-5.9899777966609555,20.443258868913453,-9.545302323486368,5.333416908515767e-5,0.011261821254976209,2.069007923624911,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1019,-7.332557583453628,21.262373814411603,-9.410087469081414,5.8087624692979184e-5,0.011261821254976209,2.0116664888109437,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1252,7.253556003555033,19.029313496208857,9.409426118332178,5.811204045477646e-5,0.011261821254976209,2.0113827077542084,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1935,6.821594098624935,18.46429265259918,9.374486597117164,5.941884518319342e-5,0.011261821254976209,1.9963439438417634,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
231,7.645286987018999,19.635985116541164,9.253896868373698,6.419533161894727e-5,0.011261821254976209,1.9437314936526047,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1031,6.610277078975216,18.61910369023515,9.236766525864416,6.490897154175618e-5,0.011261821254976209,1.9361675586699718,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
3474,-5.918657849546289,20.399243103961435,-9.231939379486777,6.511170838990025e-5,0.011261821254976209,1.9340320367003851,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
2861,-5.844210105144473,20.547128964718677,-9.087345519391684,7.153506179752792e-5,0.011518378631309069,1.8692215323137962,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1034,6.712795893393736,18.439487445497118,9.083453971747064,7.171772329923369e-5,0.011518378631309069,1.8674544807268152,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
4599,-5.138823417427307,19.83618625708112,-9.01997628164014,7.477408740693027e-5,0.011595140381688462,1.8384599931214494,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
4811,-4.992302934558165,19.596135766586826,-8.881271282177085,8.198713791089321e-5,0.012289871972842892,1.77396769493361,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1663,-5.93017304338057,21.312882414444697,-8.599030518789023,9.927296923527706e-5,0.014400985246807772,1.637761278525403,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
3055,-4.987490530258071,19.419581784895904,-8.369876652362537,1.16422248796998e-4,0.016116204583689602,1.522045162459019,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
58,-6.576153804846861,21.370437482761012,-8.347586994959876,1.1826434317584098e-4,0.016116204583689602,1.5105352562790753,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
4891,-4.752238311180868,19.440633780510232,-8.208899031628334,1.3050498960701402e-4,0.017015945335721344,1.4378798234513432,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
3244,5.214584453102567,18.47442482373692,8.161654613924389,1.3500141155676828e-4,0.017015945335721344,1.4127145945084383,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
2345,5.154388885666798,17.92116218173166,8.14064991891989,1.370572624778359e-4,0.017015945335721344,1.4014575539101761,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
1397,5.60811722095362,17.948789971369425,8.111181248583208,1.4000221868394256e-4,0.017015945335721344,1.385592694969442,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,TRUE
