ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,comparison,pass
178,-8.948512242252306,21.759661427835155,-11.501344137989642,2.6599276775364934e-4,0.10918143469775604,0.05815939182181484,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
170,8.68007325207519,22.210742158440073,11.448172547044118,2.710220955642199e-4,0.10918143469775604,0.05143982948561021,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
1221,6.828520737330596,20.75157707786149,9.157634085311068,6.641757179495309e-4,0.10918143469775604,-0.32241514332815147,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
270,7.352990969688189,20.864252056542483,9.080049175755462,6.870701213767725e-4,0.10918143469775604,-0.3386522112228718,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
2585,6.931946069738654,19.086752643649316,8.895788734784718,7.454603966650538e-4,0.10918143469775604,-0.3783835998038345,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
437,7.668565018168149,20.460940268094525,8.869086451337889,7.544210160490737e-4,0.10918143469775604,-0.3842814880191483,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
626,8.068188630555078,20.701233980766354,8.860879380278744,7.572017005450537e-4,0.10918143469775604,-0.3861015058283481,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
1073,6.831307466231344,20.020642560843463,8.813548511245576,7.73486579024408e-4,0.10918143469775604,-0.39666495414976843,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
87,7.634137388612114,20.78871513069364,8.753063536520523,7.949295268083864e-4,0.10918143469775604,-0.4103328223892744,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
1767,-6.363523876534696,20.537250388382276,-8.561415266867593,8.678787383871651e-4,0.10918143469775604,-0.4549248055576429,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
90,7.276641603982657,20.84404056673599,8.461884278991949,9.090121675592824e-4,0.10918143469775604,-0.4788796517238101,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
851,7.773639722854664,20.37402412301423,8.342165218788331,9.617144247315313e-4,0.10918143469775604,-0.5084427385328931,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
513,6.166485325032539,20.148752834476976,8.293502047773108,9.842069055300883e-4,0.10918143469775604,-0.5206993746652095,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
2081,6.446480231837917,19.911057265095017,8.141728248423025,0.0010586357752289494,0.10918143469775604,-0.5598439792988721,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
145,8.795000309150446,21.55505520796044,8.057678808974453,0.001102831621122636,0.10918143469775604,-0.5821357742347821,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
542,7.860336790122705,20.81714907120199,8.020173861123334,0.0011232830953760756,0.10918143469775604,-0.5922278900326488,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
146,7.986668533670247,21.063597515328873,7.878794632944058,0.0012046899226893669,0.10918143469775604,-0.6310957423829064,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
841,6.771771234816256,20.560523172853983,7.877617622737189,0.0012053975190089905,0.10918143469775604,-0.6314248888385485,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
4744,-6.149532050619694,19.898452754013945,-7.841589574341701,0.001227305915717655,0.10918143469775604,-0.6415452012966689,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
1210,6.27398085650465,20.423856782823542,7.7753227640829286,0.001268893665856121,0.10918143469775604,-0.6603904784159731,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
370,7.017813299195083,20.76039786282889,7.566053040273101,0.0014120900807720175,0.10918143469775604,-0.7219266993727631,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
3678,-6.058782864150356,19.050593862414065,-7.557106756839033,0.0014186424161815247,0.10918143469775604,-0.7246277455488608,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
694,6.8277707062308295,20.449985800384113,7.5104129788944185,0.0014534531261214852,0.10918143469775604,-0.7388214859546167,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
94,-6.122357242592553,21.179344365883143,-7.445308176157681,0.0015037563164871997,0.10918143469775604,-0.758883894362711,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
655,6.652173340905165,20.321064688749328,7.43357226306403,0.001513049873417898,0.10918143469775604,-0.7625345029487551,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
5528,-6.421761337079879,19.27964261926561,-7.4142012988502906,0.001528544142430593,0.10918143469775604,-0.7685831034104407,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
550,6.1196430079730675,20.098067817992334,7.327966046479909,0.001599928649135222,0.10918143469775604,-0.7958618243331825,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
6445,-5.934874030699177,19.312999434690205,-7.314268720974182,0.0016116401544252314,0.10918143469775604,-0.8002481532482753,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
1211,5.606185886710314,20.55240659215551,7.292666074199578,0.0016303252344225109,0.10918143469775604,-0.8071961569938013,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
287,6.267818143939561,19.961728654625617,7.279402834512892,0.0016419288158710267,0.10918143469775604,-0.8114803374103232,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
1577,5.514863531231612,19.767319799794848,7.2190646402014025,0.0016960122816395587,0.10918143469775604,-0.8311481971755885,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
345,5.482969700150019,21.10576604524185,7.215436475844171,0.0016993334135627408,0.10918143469775604,-0.8323402019329063,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
742,5.459765802237996,19.758945544704467,7.186340244393038,0.0017262576563245836,0.10918143469775604,-0.8419383126124256,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
861,8.15829794519011,20.10604067837602,7.165054819551931,0.0017462857176814982,0.10918143469775604,-0.8490037321428572,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
2888,-5.613640545551718,19.12346237377257,-7.147565443680076,0.001762955377671584,0.10918143469775604,-0.8548370421994234,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
2876,-5.810218535116785,20.08584214546771,-7.146317313518076,0.0017641524457447117,0.10918143469775604,-0.8552543038882652,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
938,7.084267391703335,20.295839710149494,7.08387518831358,0.0018253319482598057,0.10991458326277966,-0.8762950594344474,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
1065,-5.690772846225592,19.134442744036225,-6.954214120952698,0.001960889730573551,0.11067116441252134,-0.9210438636208282,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,TRUE
