ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,comparison,pass
146,-9.407385771893654,23.57158734090863,-23.68687344533528,5.901522096861281e-7,0.0013697432786815033,4.543588478933028,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
350,-8.216220344668749,22.720448004639415,-17.345300167026178,3.466488398938865e-6,0.0026354735282531137,3.898376792570751,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
606,-6.8734989178844295,22.464366208626764,-16.403028382283416,4.753539308373029e-6,0.0026354735282531137,3.753489839893671,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
534,8.7173962028108,19.42733863073043,15.25561370391378,7.15536208612992e-6,0.0026354735282531137,3.551378996843363,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
1211,-6.116091663074517,21.321556881696072,-15.057105082942343,7.702916719768653e-6,0.0026354735282531137,3.5131794618193197,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
2222,-6.341148658355998,20.622959413917034,-14.704199686046868,8.802310630271537e-6,0.0026354735282531137,3.442686690343672,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
802,-7.196936720621352,21.823895532781876,-14.695667744906075,8.831081461755182e-6,0.0026354735282531137,3.4409402301851344,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
1646,6.096289976906789,19.84090688515601,14.622058486430765,9.083924267998668e-6,0.0026354735282531137,3.425787883620128,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
185,-8.084497694682227,23.098686880125268,-13.967210349068095,1.1749078055892711e-5,0.002798397650474446,3.2840156395528375,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
1295,5.755135690209997,18.80837766036584,13.774971420482805,1.2698446924653357e-5,0.002798397650474446,3.239889361002689,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
608,7.9479025508946535,19.50182844969369,13.620323431926598,1.3527714864673768e-5,0.002798397650474446,3.203517757117071,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,TRUE
