Barcode,Entry,Species_consensus,Accession_#,USDA_Q_#,Alt_accession_#,UIUC_ID,project,project_id
Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,UI10-00009,,,UI19-00096,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,UI10-00009,,,UI19-00096,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus  'Robustus-Bluemel'-Accn:UI10-00009--Alt:,Miscanthus sacchariflorus  'Robustus-Bluemel',Miscanthus sacchariflorus,UI10-00009,,,UI19-00096,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-036'-Accn:JPN-2010-002-Q46424-Alt:JPN-2010-002,Miscanthus sacchariflorus 4x  'Tohoku-2010-036',Miscanthus sacchariflorus 4x,JPN-2010-002,Q46424,JPN-2010-002,UI19-00262,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Tohoku-2010-014'-Accn:JPN-2010-006-Q46428-Alt:JPN-2010-006,Miscanthus sacchariflorus 4x  'Tohoku-2010-014',Miscanthus sacchariflorus 4x,JPN-2010-006,Q46428,JPN-2010-006,UI19-00275,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-016'-Accn:JPN-2011-004-Q46804-Alt:JPN-2011-004,Miscanthus sacchariflorus 4x  'Gifu-2010-016',Miscanthus sacchariflorus 4x,JPN-2011-004,Q46804,JPN-2011-004,UI19-00260,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Gifu-2010-024'-Accn:JPN-2011-012-Q46812-Alt:JPN-2011-012,Miscanthus sacchariflorus 4x  'Gifu-2010-024',Miscanthus sacchariflorus 4x,JPN-2011-012,Q46812,JPN-2011-012,UI19-00272,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3'-Accn:JPN-2011-023-Q46823-Alt:JPN-2011-023,Miscanthus sacchariflorus 4x  'Hokkaido Univ-selection-3',Miscanthus sacchariflorus 4x,JPN-2011-023,Q46823,JPN-2011-023,UI19-00295,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,UI11-00027,,,UI19-00298,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,UI11-00027,,,UI19-00298,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,UI11-00027,,,UI19-00298,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,UI11-00027,,,UI19-00298,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,UI11-00027,,,UI19-00298,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus 4x  'EMI-5'-Accn:UI11-00027--Alt:,Miscanthus sacchariflorus 4x  'EMI-5',Miscanthus sacchariflorus 4x,UI11-00027,,,UI19-00298,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,JY016,Q49871,,UI19-00387,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,JY016,Q49871,,UI19-00387,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,JY016,Q49871,,UI19-00387,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,JY016,Q49871,,UI19-00387,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,JY016,Q49871,,UI19-00387,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY016'-Accn:JY016-Q49871-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY016',Miscanthus sacchariflorus ssp. lutarioriparius,JY016,Q49871,,UI19-00387,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,JY025,Q49880,,UI19-00391,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,JY025,Q49880,,UI19-00391,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,JY025,Q49880,,UI19-00391,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,JY025,Q49880,,UI19-00391,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,JY025,Q49880,,UI19-00391,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY025'-Accn:JY025-Q49880-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY025',Miscanthus sacchariflorus ssp. lutarioriparius,JY025,Q49880,,UI19-00391,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,JY045,Q49898,,UI19-00400,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,JY045,Q49898,,UI19-00400,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,JY045,Q49898,,UI19-00400,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,JY045,Q49898,,UI19-00400,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,JY045,Q49898,,UI19-00400,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'JY045'-Accn:JY045-Q49898-Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'JY045',Miscanthus sacchariflorus ssp. lutarioriparius,JY045,Q49898,,UI19-00400,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,UI11-00031,,,UI19-00392,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,UI11-00031,,,UI19-00392,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,UI11-00031,,,UI19-00392,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,UI11-00031,,,UI19-00392,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,UI11-00031,,,UI19-00392,mxg_genotype_exudates,MXG_GENEX
Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022'-Accn:UI11-00031--Alt:,Miscanthus sacchariflorus ssp. lutarioriparius  'PF30022',Miscanthus sacchariflorus ssp. lutarioriparius,UI11-00031,,,UI19-00392,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,UI10-00092,,,UI10-00092,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,UI10-00092,,,UI10-00092,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,UI10-00092,,,UI10-00092,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,UI10-00092,,,UI10-00092,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,UI10-00092,,,UI10-00092,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,UI10-00092,,,UI10-00092,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,UI11-00002,,Koike-25,UI11-00002,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,UI11-00002,,Koike-25,UI11-00002,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,UI11-00002,,Koike-25,UI11-00002,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,UI11-00002,,Koike-25,UI11-00002,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,UI11-00002,,Koike-25,UI11-00002,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,UI11-00002,,Koike-25,UI11-00002,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,UI14-00020,,,UI14-00020,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,UI14-00020,,,UI14-00020,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,UI14-00020,,,UI14-00020,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,UI14-00020,,,UI14-00020,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,UI14-00020,,,UI14-00020,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,UI14-00020,,,UI14-00020,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,UI25-00001,,,UI25-00001,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,UI25-00001,,,UI25-00001,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,UI25-00001,,,UI25-00001,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,UI25-00001,,,UI25-00001,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,UI25-00001,,,UI25-00001,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,UI25-00001,,,UI25-00001,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,KMS023,Q49557,,KMS023,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,KMS023,Q49557,,KMS023,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,KMS023,Q49557,,KMS023,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,KMS023,Q49557,,KMS023,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,KMS023,Q49557,,KMS023,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,KMS023,Q49557,,KMS023,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,KMS068,Q49571,,KMS068,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,KMS068,Q49571,,KMS068,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,KMS068,Q49571,,KMS068,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,KMS068,Q49571,,KMS068,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,KMS068,Q49571,,KMS068,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,KMS068,Q49571,,KMS068,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,KMS113,Q49591,,KMS113,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,KMS113,Q49591,,KMS113,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,KMS113,Q49591,,KMS113,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,KMS113,Q49591,,KMS113,mxg_genotype_exudates,MXG_GENEX
Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,KMS113,Q49591,,KMS113,mxg_genotype_exudates,MXG_GENEX
