ID,control_15wks vs control_6wks,miscanthus_sinensis_6wks vs control_6wks,miscanthus_sinensis_15wks vs control_6wks,miscanthus_sacchariflorus_4x_15wks vs control_6wks,miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs control_6wks,miscanthus_sacchariflorus_15wks vs control_6wks,miscanthus_floridulus_6wks vs control_6wks,miscanthus_floridulus_15wks vs control_6wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs control_6wks,miscanthus_sinensis_6wks vs control_15wks,miscanthus_sinensis_15wks vs control_15wks,miscanthus_sacchariflorus_4x_15wks vs control_15wks,miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs control_15wks,miscanthus_sacchariflorus_15wks vs control_15wks,miscanthus_floridulus_6wks vs control_15wks,miscanthus_floridulus_15wks vs control_15wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs control_15wks,miscanthus_sinensis_15wks vs miscanthus_sinensis_6wks,miscanthus_sacchariflorus_4x_15wks vs miscanthus_sinensis_6wks,miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs miscanthus_sinensis_6wks,miscanthus_sacchariflorus_15wks vs miscanthus_sinensis_6wks,miscanthus_floridulus_6wks vs miscanthus_sinensis_6wks,miscanthus_floridulus_15wks vs miscanthus_sinensis_6wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sinensis_6wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sinensis_6wks,miscanthus_sacchariflorus_4x_15wks vs miscanthus_sinensis_15wks,miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs miscanthus_sinensis_15wks,miscanthus_sacchariflorus_15wks vs miscanthus_sinensis_15wks,miscanthus_floridulus_6wks vs miscanthus_sinensis_15wks,miscanthus_floridulus_15wks vs miscanthus_sinensis_15wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sinensis_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sinensis_15wks,miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_sacchariflorus_15wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_floridulus_6wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_floridulus_15wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_sacchariflorus_15wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks,miscanthus_floridulus_6wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks,miscanthus_floridulus_15wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks,miscanthus_floridulus_6wks vs miscanthus_sacchariflorus_15wks,miscanthus_floridulus_15wks vs miscanthus_sacchariflorus_15wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sacchariflorus_15wks,miscanthus_floridulus_15wks vs miscanthus_floridulus_6wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_floridulus_6wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_6wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_floridulus_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sinensis_ssp_transmorrisonensis_6wks
2187,7.603259800720519,NA,3.4882184247872736,NA,1.57822066650969,NA,NA,NA,NA,7.792355348893693,-4.1880912386432065,-2.9670006552852435,-7.250407418514833,-4.958998505570772,-7.604501753970325,-7.359714258020553,-6.667077947742623,-9.169975473039068,0.38619781923235763,1.0372907575736718,NA,-1.3495384555389087,NA,NA,NA,NA,4.853202063820291,-3.1266527032707785,-2.057741333719637,-3.2211557974123117,-3.7980326131551045,-3.6621470851927533,-3.564158061050456,3.632855721677629,1.8815943452151593,NA,NA,NA,NA,8.162861795731885,-1.9082771114887898,-1.5760205945727428,-0.8731300172116647,-3.8438962775413916,6.193931798610997,NA,NA,NA,8.28470828640387,NA,NA,7.6994572467969,NA,7.696847170434388,8.88238796094983
239,6.727685725153371,NA,NA,NA,NA,NA,NA,NA,2.3514079500136376,NA,-5.348964631120779,-4.860077203239662,-6.340881806897478,-6.620650600252684,-4.593817563346235,-7.8133967623066045,-6.833376362677008,-3.808172775566927,-6.655864625064023,NA,NA,NA,NA,NA,NA,1.6738198472348422,NA,NA,NA,NA,NA,NA,1.7396037934670723,NA,NA,NA,NA,NA,2.848804335616263,NA,NA,NA,NA,4.634259238472682,NA,NA,NA,1.0790911910442986,NA,NA,3.4734237716103245,NA,2.932251090179104,NA,-3.783045349638961
2224,7.178706703625416,NA,4.287520114239555,3.604908948878691,1.6174213630318626,4.823900566224346,NA,1.6171946978620895,NA,4.664339540740471,-6.246756867562741,-2.6520042393795578,-2.5967359532195218,-4.99770215747148,-1.636610010697538,-7.016527398630373,-4.16157891890294,-5.36482202649071,-1.4184828443809536,3.657609480108576,3.5664825621870833,0.2924479622345615,4.432869195736053,NA,1.304523515419067,NA,4.740173669679173,-0.2774591060598368,-2.7408020182666135,0.8838320104948849,-3.40622874650753,-2.0486174403223245,-3.294782992334323,1.0390070445020285,-2.828263575206009,1.1869087184514662,-3.6197115368610824,-1.884722532022824,-3.703510138191753,1.4750544153435214,3.7745190526537584,-0.3935273316324661,0.6783960986934225,-2.8671733576786185,3.977127496497193,-4.920162202570435,-3.3852372653598017,-4.591289593183404,0.21812716631658802,2.2322043765311648,NA,5.989674925037914,-1.7106131386504408,3.6913302384768265,5.997879906522334
2733,-7.031763409104737,0.016598833394169787,-4.804328207065769,-6.723601655717239,-7.112863583807798,-7.35208883899864,-0.3651906455582896,-1.282669014564032,-1.5376167001777752,-6.558333906942963,6.482815333208382,NA,NA,NA,NA,6.352759199927156,5.465659607159093,4.576739513561904,NA,-4.848385454086419,-6.869995696091127,-6.5952962911785065,-6.6325253253147665,-0.3817894789524594,-1.2992678479582018,-1.554215533571945,-7.199959597880671,NA,NA,NA,4.8736623483332515,3.867258856100513,3.860204468935965,NA,NA,NA,6.965308644938535,5.6978379121597165,5.9307330699077525,NA,NA,7.1870553871347145,5.824904574290759,5.526414439313516,NA,6.2565145075785615,6.7470248299914815,5.316073705006268,NA,-0.9174783690057424,-1.1724260546194891,-6.6854169125665734,-0.25494768561374315,-6.736109212037771,-6.580367219749061
1273,7.439043344014287,NA,9.18541073042801,8.363688385254655,7.951288727789002,8.605922844298039,NA,8.642588345461892,NA,9.237284618454947,-7.867750060405587,0.9081737256639109,0.4430784173364337,-0.1345035481547221,0.5191799166773485,-9.145008546533711,0.1287834232019982,-8.717862415208938,1.074539502527461,8.732727623566177,8.681283529441988,7.978884387808058,8.315851379745805,NA,7.951875509716039,NA,8.825719959234227,-0.46509530832747004,-1.0426772738186223,-0.3889938089865552,-8.917434008785154,-0.7793903024619091,-9.324041097312904,0.1663657768635538,-0.5775819654911629,0.07610149934090771,-8.186530820134895,-0.3142949941344426,-9.83004407702869,0.6314610851910203,0.6536834648320777,-6.822684767247502,0.26328697135672385,-8.516882430395079,1.2090430506821868,-9.160674825176525,-0.39039649347535743,-8.062773458183123,0.5553595858501126,8.42894319361957,NA,9.633776764065406,-9.82145971112731,0.9457560793254629,10.270822345365664
4235,6.9245708070559395,NA,5.8454404508134346,5.797084643067912,4.311956934423911,5.80814009377238,NA,6.086663922961375,NA,5.789519016437485,-6.090815380003715,-0.21873189281284766,-0.4983044927715561,-0.9396691476596182,-0.5767217802749585,-7.172583009012623,-0.4877289088958321,-7.166376323501632,-0.5834223352861194,5.702843307263407,5.547902129599194,5.016779392285315,5.584570133338595,NA,5.811735362639698,NA,5.7732646061474995,-0.27957259995870487,-0.720937254846767,-0.3579898874621037,-6.760702939937808,-0.2689970160829773,-4.088976793756785,-0.36469044247326465,-0.44136465488805143,-0.07841728750339172,-6.1191807825888525,0.010575583875734651,-5.838345135899846,-0.08511784251455268,0.3629473673846668,-5.758120551648435,0.4519402387637932,-5.522586441734266,0.35624681237350586,-5.88653324899612,0.08899287137912637,-4.805488496127616,-0.006700555011160958,6.840496231627549,NA,6.9243405847720805,-6.1571637626146725,-0.09569342639028733,6.229244002698376
3457,-6.823910529689236,-1.698286010488701,-5.457856202649118,-6.3231127839822925,-6.361964954421129,-6.138603440733206,-0.4525279421926349,-1.881226095981205,-1.0691054354873266,-5.641856730132183,3.7037173394869214,NA,NA,NA,NA,6.077613644611443,5.060398206062775,5.613220257800123,NA,-3.756378555622682,-4.931574367491933,-4.406414185436127,-4.050173964963644,1.3279485179888724,-0.3456246975183923,0.5094791248900741,-6.1149801655732485,NA,NA,NA,5.380553932098998,3.7987154238635803,4.604562200393676,NA,NA,NA,6.057181930686589,4.9261930414192285,5.606688757682839,NA,NA,7.259949187729713,4.979780591854841,5.884836064644087,NA,6.667287451123389,4.259762163138358,5.0640758361845535,NA,-1.4286981537885701,-0.6165774932946917,-7.694939832198026,0.812120660493882,-5.009465533833193,-5.028575838195106
4047,-5.412059350058659,-1.9868422777178267,-4.7424841452941,-5.19297632002128,-5.511859984681131,-5.325201214807983,0.19515837691778515,-2.570053086656735,-0.6533998443386828,-5.222821611540255,3.011593669003375,NA,NA,NA,NA,5.8881783783547625,1.828992617591961,4.7347642419820914,NA,-2.7017977652197125,-2.930933135235339,-3.6778796321429112,-2.612202281413712,2.4394775453975193,-0.10649683671264043,1.416678830599281,-4.486694636207794,NA,NA,NA,5.002073388214935,2.34773547471427,4.1750104151127125,NA,NA,NA,5.670782460398236,2.0709529846930863,5.051136016655136,NA,NA,4.919013348840188,3.3966498747546936,4.651159975808788,NA,5.434750518143726,2.7980429463036387,4.943248149145045,NA,-3.115165263934177,-0.8485582212564644,-5.456592695333747,2.303132785968444,-3.886936622062171,-5.2068279146557614
943,4.733392079576721,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.43299555559264,-3.66388017399359,-5.3549849574746204,-4.82079243203097,-4.796616233058636,-3.605652835959706,-5.200787681152153,-4.811180071226534,-6.339043787966464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5054,5.381283408400762,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.648464316959448,-4.821851880233954,-6.042459291604162,-5.504230044052957,-6.159908425223525,-5.580898951827557,-5.732551602254134,-5.683270769271871,-5.406326414633295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
