"ID","Label","miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks","miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sacchariflorus_4x_15wks","miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sacchariflorus_15wks","miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_6wks","miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks","miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sinensis_ssp_transmorrisonensis_6wks","miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sinensis_15wks","miscanthus_sinensis_ssp_transmorrisonensis_15wks vs control_6wks","miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sinensis_6wks","miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs miscanthus_sinensis_15wks","miscanthus_sacchariflorus_4x_15wks vs miscanthus_sinensis_15wks","miscanthus_sacchariflorus_15wks vs miscanthus_sinensis_15wks","miscanthus_sacchariflorus_15wks vs miscanthus_sacchariflorus_4x_15wks","miscanthus_sacchariflorus_15wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks","miscanthus_sinensis_15wks vs miscanthus_sinensis_6wks","miscanthus_sacchariflorus_4x_15wks vs miscanthus_sinensis_6wks","miscanthus_sacchariflorus_15wks vs miscanthus_sinensis_6wks","miscanthus_sacchariflorus_4x_15wks vs control_6wks","miscanthus_sacchariflorus_15wks vs control_6wks","miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs control_6wks","miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs miscanthus_sinensis_6wks","miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs miscanthus_sacchariflorus_4x_15wks","control_15wks vs control_6wks","miscanthus_sinensis_6wks vs control_6wks","miscanthus_sinensis_15wks vs control_6wks","miscanthus_floridulus_6wks vs control_6wks","miscanthus_floridulus_6wks vs miscanthus_sinensis_6wks","miscanthus_floridulus_6wks vs miscanthus_sinensis_15wks","miscanthus_floridulus_6wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks","miscanthus_floridulus_6wks vs miscanthus_sacchariflorus_4x_15wks","miscanthus_floridulus_6wks vs miscanthus_sacchariflorus_15wks","miscanthus_floridulus_15wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks","miscanthus_floridulus_15wks vs miscanthus_sinensis_15wks","miscanthus_floridulus_15wks vs miscanthus_sacchariflorus_4x_15wks","miscanthus_floridulus_15wks vs miscanthus_sacchariflorus_15wks","miscanthus_floridulus_15wks vs miscanthus_floridulus_6wks","miscanthus_floridulus_15wks vs control_6wks","miscanthus_floridulus_15wks vs miscanthus_sinensis_6wks","miscanthus_floridulus_6wks vs control_15wks","miscanthus_floridulus_15wks vs control_15wks","miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs control_15wks","miscanthus_sacchariflorus_4x_15wks vs control_15wks","miscanthus_sacchariflorus_15wks vs control_15wks","miscanthus_sinensis_ssp_transmorrisonensis_15wks vs control_15wks","miscanthus_sinensis_6wks vs control_15wks","miscanthus_sinensis_15wks vs control_15wks","miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks","miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_4x_15wks","miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks","miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_floridulus_6wks","miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_floridulus_15wks","miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_15wks","miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks","miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sinensis_6wks","miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sinensis_15wks","mzCloud","mzVault","SIRIUS","control_6wks","control_15wks","miscanthus_sinensis_6wks","miscanthus_sinensis_15wks","miscanthus_sacchariflorus_4x_15wks","miscanthus_sacchariflorus_ssp_lutarioriparius_15wks","miscanthus_sacchariflorus_15wks","miscanthus_floridulus_6wks","miscanthus_floridulus_15wks","miscanthus_sinensis_ssp_transmorrisonensis_6wks","miscanthus_sinensis_ssp_transmorrisonensis_15wks"
"1429","1429",1.0125834383936088,0.6807957302750438,-2.657521213006781,-2.0232756736716198,-1.544582446167606,-0.42071689686598646,-0.3826114009038051,-1.7349947007499154,-0.981197139188918,-1.693787813896659,-1.597854035672551,2.402596080488255,4.181198495495412,4.060535351219283,0.7561961085582531,-1.1737459046830807,2.974944668883289,-3.2178105215941635,0.9198735904502726,-3.2381144498978607,-0.8370525157329034,-0.04373865562775947,1.8447570121621268,-1.9384953920650574,-1.3501133206356855,-0.4280432994936767,1.567476599871192,0.9318142668211067,2.9148155076166766,2.84705192373492,-1.3479168899439529,2.925589568543362,0.3972151705866729,2.2307514022537873,-1.8505831377657103,-0.502666247821761,-0.9307095473154341,1.0288961850217717,-2.2728003116558035,-2.775466559477561,-4.588725910451302,-4.966283295713307,-0.9248834217118507,-3.6411755390546645,-3.764642638396456,-3.3213175308729,1.787701579303878,1.3102434624135348,-2.811098128930176,-1.4631812389862269,-0.9605149911644624,-3.735981550642027,-1.8912245384798965,0.07995589559497063,-0.49911792508677877,NA,NA,NA,"4","4","4","4","4","4","4","4","4","4","4"
"5015","5015",NA,NA,-1.941902394158209,NA,NA,NA,NA,-2.7146716255415804,NA,NA,NA,2.0830814261697945,3.034207246289661,3.7436822237038783,NA,NA,2.1077106828715095,-3.4974504271211266,-0.4584142875412809,-3.2055096672000403,NA,NA,0.6138264300745391,-2.2275307699819358,-2.9478504709408995,-2.275760249426419,NA,NA,NA,NA,-2.7307412014351904,NA,NA,NA,-3.467575986249411,NA,-2.493823635378149,NA,-3.7651270134868433,-4.460021876361845,-4.119481942198096,-3.6271735228870483,-0.6762717931012467,-3.8540013989071547,-2.244148941076869,-3.2858200169682625,NA,NA,-2.4086696795374074,NA,NA,-4.145731839422094,-3.5670172955722137,NA,NA,NA,NA,NA,"4","4","2","1","1","1","4","2","1","1","3"
"1251","1251",NA,NA,-2.752471536149539,NA,-2.499494048723454,NA,-2.615382520612517,NA,NA,-3.6331357160614104,-2.733260765110316,-0.4717085544696964,1.6058752357232784,2.9521600343491876,3.035939581051462,NA,2.5786455443774763,NA,2.276115137774635,NA,NA,NA,3.605998386175969,NA,2.310034625824951,NA,NA,-2.210990639325331,NA,NA,-2.3517458138712755,2.1641905167828384,-1.0634647032994948,1.6652528490601064,-1.364985994913976,2.701281789988416,1.3888368049130513,2.6569922550313514,-3.0269387338078317,-1.414293595558771,-4.766361898170247,-3.5589738832561117,-0.8414265659905205,-4.214568696195686,-3.8554083029293267,-1.0567234326816575,NA,NA,-1.7866620849716064,NA,-2.8131820589348173,-2.2271845116482645,NA,NA,-1.1082030301540904,NA,NA,NA,"1","4","3","4","2","1","4","3","3","1","1"
"5300","5300",NA,NA,-3.4230000327254153,NA,NA,NA,NA,NA,NA,NA,NA,1.193277238470344,3.064409294122285,3.3352355600074457,NA,NA,2.3070870860693766,NA,2.8371244490346044,NA,NA,NA,2.443343951440511,NA,NA,NA,NA,NA,NA,NA,-3.6459425115891513,NA,NA,NA,-2.2517082640829855,NA,NA,NA,-2.9932949803402025,-2.862001719998986,-3.4010919587325112,-3.4653994298562623,0.15092719362968054,-3.0814773249146725,-2.0461175516632366,-1.1591515242256953,NA,NA,-3.2542648726033185,NA,NA,-2.6634767973337183,NA,NA,NA,NA,NA,NA,"2","3","1","2","2","3","4","2","1","2","2"
"686","686",NA,NA,-2.1609765969094674,NA,NA,NA,NA,NA,NA,NA,NA,2.294631889917067,1.817057831310727,3.3253427352199108,NA,NA,2.0968569382539357,NA,2.6469223297197715,NA,NA,NA,1.5422200268692023,NA,NA,NA,NA,NA,NA,NA,-3.2946423440303807,NA,NA,NA,-2.371037436268086,NA,NA,NA,-2.7512230550209402,-2.3430210195929178,-2.126772403850847,-1.6880730692948767,-0.1329671448851677,-3.4468066914219246,-1.771254493266774,-2.707209174464179,NA,NA,-3.505970578412871,NA,NA,-2.1486232681507538,NA,NA,NA,NA,NA,NA,"2","3","2","2","2","2","4","2","2","2","1"
"5276","5276",NA,NA,-1.6428372695717108,NA,NA,NA,NA,NA,NA,NA,NA,2.250211398043149,2.5834522106029887,3.6525357674577563,NA,NA,2.33413947235276,NA,2.1394697189674474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.325963297954342,NA,NA,NA,-2.282950593249957,NA,NA,NA,NA,NA,NA,NA,1.8069307629563554,NA,NA,NA,NA,NA,-2.317316230240305,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","2","2","3","3","3","1","3","2","1"
"767","767",-2.2452189751405864,NA,-1.7072984394972117,-2.7301307325830617,-2.356649951470164,-0.9948333896742412,NA,NA,NA,0.7416367230349223,NA,1.4585483746422483,1.2777025093652767,1.034172954660228,NA,NA,2.1019002149922166,NA,2.4648104621088045,1.8820829723120447,0.9341251801906445,0.1804726952544904,3.5354097827568864,NA,NA,1.2559106900141188,2.124350223142688,1.1494995732415418,0.875916919861826,0.9628722653013995,0.09189293679620292,0.723721146289563,1.2258251124127177,1.4394735208016058,0.6601385648354459,-0.5400327180714264,3.326769277234643,2.132307198463476,-1.3414079155226482,-0.4204454627124363,-0.7246354832965345,-2.2964684176633092,-0.17787474016516924,-2.667774665142314,-2.24509802329737,-1.527189982641815,-0.6789125414790611,-0.12423606506103724,-1.4037343041531365,-1.7255418122616213,-1.245627642595334,-2.7129556615498878,-0.20083115579047472,-0.38422202434081854,-1.767396408833207,NA,NA,NA,"2","3","3","2","3","3","3","3","3","3","3"
"809","809",-1.9027164462210209,-0.056399993050582964,-1.749877215362286,-4.148596299258497,-2.759035168807422,0.3012918619285436,0.29433897016645005,-1.5787919104750827,-0.1076991535116747,1.8483682618413155,-0.39171638686018184,1.5173128696521516,2.547756603036966,-0.06492514495732138,-0.8264135268934112,-1.1761912219794972,1.1245741740649748,-1.7157122608678215,1.4037179980442644,0.9210886350853471,1.0571467981484268,2.491801218454384,1.1793047389764624,-0.4705546254084325,-0.7720431093250362,1.998559841988616,2.0821086079690367,2.956411370920108,1.1216908135071044,3.9175882008587664,1.1866159584644294,0.27035150815317976,1.9129629599989073,3.198952889924179,0.33527665311050825,-0.8513393053539282,1.1277297361282947,1.326603529121268,1.0180421482594717,0.16670284290554704,-0.10364866524762917,-2.500042872622597,-0.16857381020495765,-1.829941819239302,-1.1764797806021434,-1.8236373950836864,-1.8308213567690537,1.3917028617764906,-2.088993657159623,-2.317501733862187,-1.5729328643667309,-1.2847488876005784,-0.3872755819923839,-1.4187696557162468,0.12052162909796138,NA,NA,NA,"4","4","4","4","4","4","4","4","4","4","4"
"1288","1288",-3.1222669959300298,NA,-2.422163756588624,-3.2173146756474083,NA,NA,NA,NA,NA,2.905488006641985,NA,2.038529385548781,0.48245120706673816,-0.20195241026719302,NA,NA,1.781706117064978,NA,2.4550989694580814,3.05901550177094,1.8999967330292264,2.2243575026552875,3.4899537289415434,NA,NA,2.2776932418847515,1.8217951074760421,2.4484517892504307,-0.5270415332007943,1.3237739282314678,0.35998710332408024,-2.100359000364012,NA,NA,-2.0007404962300086,-2.507583297513129,NA,NA,-0.2992533599648297,-3.1220756745336473,-1.2829197820760996,-1.941083554149877,-0.48396653037984194,-4.115974128681955,-2.2047671590258133,-2.6580086852929483,-3.494079202151587,NA,-2.318197146700303,-3.1020926289549138,NA,-2.761684643387756,NA,NA,NA,NA,NA,NA,"1","4","2","1","2","4","4","4","2","1","1"
"1961","1961",NA,NA,-2.6076969170232402,NA,NA,NA,NA,NA,NA,NA,NA,1.4524420722574725,1.2619180522558509,1.4314720126111808,NA,NA,1.6343415221344877,NA,1.980973174652668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6901231013197169,NA,NA,NA,-2.4241823064494543,NA,NA,NA,NA,NA,NA,NA,0.7853976983242035,NA,NA,NA,NA,NA,-2.4444986302134666,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2","2","2","3","3","3","1","3","2"
"3043","3043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4587288681204598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9435341373477932,-1.6186399132396119,-1.4779031016275148,-1.5072550563711005,0.34796702581376593,-2.2175020296108343,-1.5737937072350334,-2.2400582178615096,NA,NA,NA,NA,NA,-1.925148136763788,NA,NA,NA,NA,NA,NA,"2","3","2","2","2","3","3","2","3","3","1"
"1476","1476",NA,NA,-1.7224509189366017,NA,NA,NA,NA,NA,NA,NA,NA,0.9077568163850778,1.5079347332952437,1.526197703270661,NA,NA,1.2768568318041957,NA,2.203967419265716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.383284995506493,NA,NA,NA,-1.6046947762029333,NA,NA,NA,NA,NA,NA,NA,0.6637741293787336,NA,NA,NA,NA,NA,-1.5902712011030005,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3","1","3","2","3","3","2","1","3","1"
"262","262",-2.1879063019731575,-5.821653154072809,-4.918191133728278,-5.979404134865888,-1.6198218528948516,-0.35308703408753495,-1.8543320582240774,-5.2808918757598455,-2.617755231913378,-0.17296550510767617,2.750957836850418,2.848491008482714,0.19122888071464672,2.8390671899889455,NA,2.530912903189261,2.975986253890653,-0.3703374757611897,-0.17910859504654297,-2.4743722637984362,0.24853751178905625,-2.570642440218794,-0.4824513523117915,-2.816122596325261,-2.5158406393532893,-0.16949079884153306,2.638880443176067,2.7779847125313992,2.128666438931244,0.20084667691965663,0.00961779620500991,-0.32314360488466676,-0.2041055571868462,-2.1767184259729007,-2.3718241500096084,-2.365647614265878,-2.601802979679128,0.047600199379694175,0.31296055347025487,-2.4745582574999183,-1.501805040362047,0.11211387655059823,0.3033427572652485,-5.026681951194796,-2.49175098949026,-2.5480141592223298,-1.8593138370227287,-4.251795618971862,-5.277758308592613,-5.510786930653195,-2.0085488184246536,-4.011343717051336,-5.472845431705302,NA,NA,NA,NA,NA,"4","4","3","3","4","4","4","4","3","3","1"
"250","250",NA,NA,-3.3835667272010888,-4.149788299013478,NA,NA,NA,NA,NA,NA,NA,1.8937733720029826,1.34997746762064,4.025139449368069,NA,NA,0.5002388993084104,NA,3.4273462080055808,NA,NA,NA,3.8936176047908404,NA,NA,3.6023851622514123,0.8858251925085625,1.6848348231900054,3.0586521785631042,1.9604286527600756,0.14718654688310906,NA,NA,NA,-2.9674495556049756,-4.08976586605624,NA,NA,-1.1939416247507566,-4.116230764409703,-4.118793801319331,-3.068183529724532,-0.9738154831271686,-3.966862990190414,-1.3698230978080623,-2.367866786539942,NA,NA,-3.85117696151908,-4.50029926767364,NA,-4.008396609549365,NA,NA,NA,NA,NA,NA,"1","4","2","1","2","1","4","4","3","2","1"
"60","60",NA,NA,-2.7971212267857766,-3.6383247210949996,NA,NA,NA,NA,NA,NA,NA,2.407260549251724,2.431085968089956,2.2641143593009936,NA,NA,2.045367480856214,NA,1.2334319394352065,NA,NA,NA,0.22197825127154402,NA,NA,1.1210498567048646,2.8104460836345275,3.891287076784959,4.89582882076478,3.9600729549596263,1.969750725486584,NA,NA,NA,-4.156868343335198,-3.3614638875213814,NA,NA,0.7547215205229705,-3.0843669341078375,-2.7269509737299202,-2.7863444078683663,-0.31931198674784156,-2.6625701656749676,-1.9216040715941105,-2.151220367546685,NA,NA,-3.2412291955180272,-5.812242180110346,NA,-3.507917325473361,NA,NA,NA,NA,NA,NA,"3","3","2","1","2","2","4","4","2","1","1"
"1385","1385",1.6759019447074976,1.7370395775201182,-1.234619943282432,1.3127697464050918,3.4676797359766685,3.762142805759991,1.5237689187527401,-0.14090000516730683,1.3069489545601662,-0.695417568795154,-0.4180939194182294,2.1349992942831584,2.8292269694232566,3.1835991908940002,0.4666961385795929,NA,2.562859268577334,-2.5698203186260535,0.6307923592432658,-1.6943872471413108,-0.409330928201566,0.6418271618978864,2.4713497000733504,-1.9576989351752268,-1.4099679963776417,-0.9737102844101599,1.3879290425941448,-0.21649781406368618,0.30915511415633645,1.7642794676847693,-1.0493458626802372,-1.940519948161139,-1.5373787152883835,NA,-4.373543976129762,-0.9977923655253917,-3.2092703554653355,NA,-3.292828329356851,-5.672579988864044,-4.4594118821759245,-4.598159789730968,-1.840557340830081,-2.30789598679209,-4.267365467382394,-3.876540445734605,-2.233167785044955,NA,-4.925516810680076,-1.8747249683776364,NA,-6.15004205078181,-3.098276323157304,NA,-2.575420218290775,NA,NA,NA,"4","4","3","3","3","3","4","3","2","2","4"
"2495","2495",2.761883392151457,3.0255354043750735,0.7797046076606868,2.6297712220385954,3.6241596290966953,4.744130059973674,2.7562553516230643,-0.7230698888382925,2.8332178318782333,-0.6376747901354207,0.2197776885958369,1.8387454664013134,1.9493390876958188,2.3889649867640976,-0.10299691867121297,0.22646728434714447,1.9268079879454234,-3.887770129376918,-1.5027744964989722,-4.69793567945964,-0.5030149351506701,-0.9166343252128186,0.19912017554104722,-3.443643793139028,-3.318237021585418,-3.352841110876888,0.14286701009789482,0.08250018263622394,0.584110583770105,0.5579393062553741,-1.8500666143779085,-0.1135088798344519,-0.45040651163850143,-0.016893022876715236,-3.326545374693655,-0.922670335084117,-4.001279072729037,-0.6942446778506408,-3.551961286417935,-4.438519677529499,-4.315599066458272,-3.9126935369288276,-1.7018946720400265,-0.9221900643793397,-3.9149457854157035,-3.6566969497607005,-1.066247105881601,-0.41908154004682174,-3.9583351100143958,-1.477788790794488,-0.6139866981814563,-5.189136894059022,-5.095910633855425,-1.7913044869465722,-1.881467846235381,NA,NA,NA,"4","4","4","4","4","4","4","4","4","4","4"
"3484","3484",3.3105112058481687,4.4720482983765635,2.3357485057658565,0.8053542438147474,4.123381275222673,5.360063897888921,2.9146129666066862,0.3764284310586312,3.0544964366506626,-0.007776889977616719,-1.4077646872119907,0.5988258930041397,2.671851506645506,0.3794476502082702,0.8221134542168471,NA,1.4530032178308012,-4.582431223211561,-1.9894051404917548,-2.7489042496848874,0.41073066305963835,1.2586948491402161,-0.24831705431734008,-2.8605913973228425,-2.48693311088239,-0.42892581275611974,2.4331066597092423,2.046311385434418,2.7926040065477515,3.705148519702451,1.5249766611993785,-0.10607317357236923,-0.7692350823500647,1.0245487821279866,-0.8581309509317698,-4.030110291309239,-3.3592389410608767,-0.5857441716702425,-0.21993890787949866,-3.2944812781046657,-2.460944570387259,-3.432457341750652,-1.262166560636075,0.9983658459543818,-2.4857587984257847,-2.7483235974881595,-1.3348936945100576,NA,-3.288280246290485,-4.202104591245838,-1.0561857272788622,-4.510331115372946,-4.733287807099707,NA,-2.2669771671697596,NA,NA,NA,"4","4","4","3","3","4","4","4","3","2","4"
"3560","3560",1.572366487627999,4.154262091971894,-0.31241418712356506,0.42282822791644037,1.5659224740409847,2.8485046463708983,1.243278041355726,-0.3756663442638377,1.7011106101385849,-0.8542605804506529,-1.5776458788800056,1.5327583468602732,3.4688961290354676,1.7392525960064766,0.186037800056166,-1.5398216977460386,1.7436232446056898,-3.612955280059783,-0.06325215714027266,-1.8552444837601527,0.19015612978694207,2.0596312973001076,0.9150060538193117,-1.8467661862399503,-1.6824964005094394,-0.7984945721802816,1.3475468523780911,0.9587943956075655,1.220314128779826,2.6635104654632684,-0.735242415040009,-0.6358707337911369,-0.6979074353059005,1.3670486043019139,-2.645187203661788,-2.101761847671021,-2.6955318207105456,0.09281293911310229,-1.7135006259996004,-3.711474935887587,-2.851342392555914,-4.503090358024092,-0.9782582109595879,-1.29067239808316,-2.876047100181669,-2.607373432795132,-0.9670199630285907,1.950914394974589,-2.644583493251151,-1.7752765831470079,0.9317230722979382,-3.49399857152882,-2.8207415509042306,0.04246742027193662,-0.055639665202278366,NA,NA,NA,"4","4","3","4","1","4","4","4","3","4","4"
"225","225",3.0396727764117912,3.0584503017730356,1.0493946008474175,-0.7382530112160595,3.058100875845554,3.28359779909443,1.1244161621016993,0.8168088135295868,1.8922703740417326,-1.6163505781082144,-1.7103239979666114,0.22554458009822298,2.3130896575546274,1.478686375555025,0.6242778340533732,-0.7305819679238965,0.7160606310273394,-2.746947328659413,-0.21622152395456595,-1.736563120600355,0.4758533862499803,1.139298421091226,1.3449108340617357,-1.1655876490295292,-0.5561607613296111,1.7358734244657192,2.828475084578013,1.7915607131538884,3.107820631981941,4.073980429300903,1.787647612063477,-1.7344335906443469,-0.6334340596306873,0.8090313476464921,-0.7208034976972506,-3.2078782122633953,-1.807494382996893,-0.1351251113262748,-0.05899162283179393,-3.5092509376632215,-3.435540689241659,-3.861946582761071,-1.846639234895278,-0.7972446340478534,-2.8794400289384825,-1.868058032351481,-0.581120179462733,0.508583640736525,-1.9701827753937131,-2.564953339419965,0.6856314122858613,-3.2220876885811407,-2.2184347575410612,-0.9232070083669583,-1.095424915985106,NA,NA,NA,"4","4","4","4","4","4","4","4","3","4","4"
"284","284",0.7920280263653225,6.351959893633403,0.4357063058846471,1.2336562991702849,1.3600210824401522,3.9069818606770284,0.6977919296866517,-0.3871139916694908,1.4400133107104125,-0.16922949695781497,-5.586517974022179,0.37414165073459316,6.072526984607023,0.35632172048067545,0.7243606341426165,-3.8652980179313623,1.0475650892072252,-6.183591298915424,-0.8228202975541414,-1.1791420180348133,0.7424632471082866,4.990191768310165,0.6911729837509917,-1.9469748437783352,-1.0075181970693983,-1.6207702908397792,0.252316194990307,-0.5602684372246785,-0.44162827280496586,5.457622294496467,-0.7979499932856413,-0.5679930560748332,-0.6606491059309221,5.208683111003104,-0.9243147765555086,-0.12636478326987088,-1.7471350741096465,0.25335460660042486,-2.3119432745907744,-2.4383080578606418,-1.870315001785805,-6.99270263698358,-1.513993281305133,-1.078286975420486,-2.4974911814910143,-1.7311895899375251,-2.728004298861645,2.686371676045802,-3.3868205784322463,-2.3469649888581827,-2.136528812019833,-5.403185484007398,-4.559046856167168,-2.228994685423782,-2.615832290944585,NA,NA,NA,"4","4","4","4","1","4","4","4","4","3","4"
"3178","3178",2.4316432059270134,5.740067729808445,2.5772499964789617,2.8264806250256633,2.708441851623764,6.201073388051249,2.046996447740362,3.2075093887764012,3.976465043100891,0.31395354822999266,-2.945056965614203,0.8910559701756284,3.5725689145240285,0.28177730476298635,1.6701573533968812,NA,2.0258347846353537,-1.736182176751825,-0.06329155815449639,0.07439889741120354,2.448966799766133,2.622058210053982,4.3557275414668055,-1.8381412855398622,0.9204534189431044,-0.4214797471996512,1.7928947328628055,-0.10105089285399771,0.007938648676962146,2.7285354067110674,-0.5540084233292752,-0.24083503137044104,-0.6477582655958578,3.141522775394325,-0.9958422046185298,-0.0053140181293223065,-0.211529425705983,0.9413697283130631,-4.784800732411284,-4.4483649189828824,-3.669734498393151,-6.731960139139055,-3.8928212217606273,-1.719340654689212,-5.798808781592776,-3.5433570283462714,-3.193520753029645,NA,-3.5945435025528845,-1.989500186017274,-2.596754406758425,-7.859257385414038,-2.1781244748222868,NA,-2.344043097152163,NA,NA,NA,"3","4","2","4","1","4","4","3","4","3","4"
"1431","1431",0.8271674243065767,4.01864309822534,0.08608805596484359,1.662347984725539,0.9026632364026774,4.406587048934238,0.8769301035721782,2.6806422150991054,3.086972851710673,-0.025830159272846487,-2.8855513058931237,0.6869814339118854,4.250886322382328,0.7410793683417403,2.152221037128495,-0.8634917603347922,2.765578132102341,-1.1317225900031573,2.6969598647767015,1.6782707306576405,2.2135680170643326,3.3430578253245002,3.564701053904333,-0.7009074920281009,1.395735621157442,0.7510538524576447,1.4018058814255063,-0.8395636692975827,-0.8351805604189586,2.5624887987945435,-1.5762599287606953,-0.07549581209609357,-0.11950119737115728,3.355359245995359,-0.8165751804378338,0.7596847483228686,1.382992117637965,2.24356147593231,-3.0521029962272053,-2.292418247904344,-2.2169224358082573,-5.390145118699017,-1.4758430674665135,-1.3897550115016735,-4.526407232380052,-2.0937913812956346,-3.2983261958946137,-0.49949498248642143,-4.349715783214652,-3.009519075789747,-2.589392484585325,-4.597903423003267,-1.295064206883282,-1.6578209575330725,-3.512282206160368,NA,NA,NA,"4","4","4","4","4","4","4","4","4","4","4"
"4747","4747",0.9873319157882641,1.2628822254395686,1.1956870694002006,0.7613628365134666,1.1826314250278713,2.3045673729387453,0.4291504777846278,-0.7806439795150091,0.04627568493899048,-0.5581814380036327,-0.8337317476549408,-0.7665365916155658,0.06719515603937509,-0.20835515361193657,-0.3828747928456373,-1.2166065405005817,-1.1494113844612102,-2.0435262049545813,-1.9763310489152097,-1.7679758953032696,-0.94105623084927,0.2755503096513081,1.1554064734881386,-0.8269196644539996,-1.2097944572996404,-1.5420068160284792,-0.7150871515744797,-0.3322123587288388,0.22596907927479393,0.501519388926102,0.4343242328867305,-0.19529950923960726,-0.75348094724324,0.08025080041170085,0.013055644372329311,-0.42126858851440474,-1.9632754045428804,-1.1363557400888809,-2.6974132895166107,-3.118681878031012,-2.923382368791401,-3.198932678442713,-3.1317375224033412,-1.9360504530031406,-1.982326137942131,-2.365200930787772,-2.3289979156829297,-1.6523734899482037,-2.0400929040387297,-2.78514111481282,-1.7783012746936997,-5.186494463180193,-3.2359524499160806,-3.0386099489391434,-3.003360187506562,NA,NA,NA,"4","4","4","4","4","4","4","4","4","4","4"
"5081","5081",0.594108432287161,1.5343086520623572,0.8111199979508861,0.7315040388934975,0.9872679757436273,3.4979671543317075,0.07910350834629298,-1.8621199917223947,-0.07307810035871398,-0.515004923940868,-1.4552051437160678,-0.7320164896045931,0.7231886541114747,-0.21701156566372148,-0.15218160870499986,-1.6073867524210748,-0.884198098309593,-3.396428643784752,-2.6732399896732773,-2.456228424009552,-0.6671865326458715,0.9402002197751997,0.8437621628076073,-1.7890418913636772,-1.9412235000686842,-2.593624030615892,-0.8045821392522079,-0.652400530547208,-0.13739560660633643,0.8028046131688598,0.07961595905738861,-0.39315954345646986,-0.9081644673973379,0.5470406763187299,-0.17614797779274483,-0.25576393685013343,-2.849387967466022,-1.0603460761023413,-3.4373861934235066,-3.6931501302736365,-3.2999905868171666,-4.2401908065923735,-3.5170021524808917,-2.705882154530009,-2.6328040541712916,-2.7849856628762986,-2.283458644387565,-1.2580782638664267,-2.1947105905402253,-2.199767525478098,-2.1536575970930976,-5.013747375101243,-4.3620069799700225,-2.9946971698809506,-2.9232189664767922,NA,NA,NA,"4","4","4","4","4","4","4","4","4","4","4"
