ID,control_15wks vs control_6wks,miscanthus_sinensis_6wks vs control_6wks,miscanthus_sinensis_15wks vs control_6wks,miscanthus_sacchariflorus_4x_15wks vs control_6wks,miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs control_6wks,miscanthus_sacchariflorus_15wks vs control_6wks,miscanthus_floridulus_6wks vs control_6wks,miscanthus_floridulus_15wks vs control_6wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_6wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs control_6wks,miscanthus_sinensis_6wks vs control_15wks,miscanthus_sinensis_15wks vs control_15wks,miscanthus_sacchariflorus_4x_15wks vs control_15wks,miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs control_15wks,miscanthus_sacchariflorus_15wks vs control_15wks,miscanthus_floridulus_6wks vs control_15wks,miscanthus_floridulus_15wks vs control_15wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs control_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs control_15wks,miscanthus_sinensis_15wks vs miscanthus_sinensis_6wks,miscanthus_sacchariflorus_4x_15wks vs miscanthus_sinensis_6wks,miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs miscanthus_sinensis_6wks,miscanthus_sacchariflorus_15wks vs miscanthus_sinensis_6wks,miscanthus_floridulus_6wks vs miscanthus_sinensis_6wks,miscanthus_floridulus_15wks vs miscanthus_sinensis_6wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sinensis_6wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sinensis_6wks,miscanthus_sacchariflorus_4x_15wks vs miscanthus_sinensis_15wks,miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs miscanthus_sinensis_15wks,miscanthus_sacchariflorus_15wks vs miscanthus_sinensis_15wks,miscanthus_floridulus_6wks vs miscanthus_sinensis_15wks,miscanthus_floridulus_15wks vs miscanthus_sinensis_15wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sinensis_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sinensis_15wks,miscanthus_sacchariflorus_ssp_lutarioriparius_15wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_sacchariflorus_15wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_floridulus_6wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_floridulus_15wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sacchariflorus_4x_15wks,miscanthus_sacchariflorus_15wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks,miscanthus_floridulus_6wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks,miscanthus_floridulus_15wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sacchariflorus_ssp_lutarioriparius_15wks,miscanthus_floridulus_6wks vs miscanthus_sacchariflorus_15wks,miscanthus_floridulus_15wks vs miscanthus_sacchariflorus_15wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_sacchariflorus_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sacchariflorus_15wks,miscanthus_floridulus_15wks vs miscanthus_floridulus_6wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_floridulus_6wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_6wks,miscanthus_sinensis_ssp_transmorrisonensis_6wks vs miscanthus_floridulus_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_floridulus_15wks,miscanthus_sinensis_ssp_transmorrisonensis_15wks vs miscanthus_sinensis_ssp_transmorrisonensis_6wks
3234,*,,*,*,,*,,,*,,,NA,NA,NA,NA,,,NA,NA,*,*,,*,,,,,NA,NA,NA,*,,NA,NA,NA,NA,*,,NA,NA,NA,,,NA,NA,,,NA,NA,,,,,,NA
1912,*,NA,NA,NA,NA,NA,,NA,NA,,*,*,*,,*,,,,,NA,NA,NA,NA,,NA,NA,*,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,,NA,NA,,,NA,NA,,,,,NA,,
2712,*,,,,,,,,,,*,*,*,,,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,*,,,*,,,,,,,*,*,*,*,*,*,*,*,,,,,,,,,,*,,,,,,,,,,,,*,,,,,,,,,,,,,,,
258,*,NA,NA,NA,,,,,NA,,*,*,*,,*,,,*,,NA,NA,,,,,NA,,NA,,,,,NA,,,,,*,NA,,,,,,,,,,,,,,*,,
5623,*,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,,*,NA,NA,NA,,,NA,NA,,,NA,,,,,
5379,*,NA,NA,NA,NA,NA,NA,,NA,NA,*,*,*,*,*,*,,*,*,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,,NA
3470,*,,*,*,*,,,,*,,,NA,NA,NA,,*,,NA,,,,,,,,,,NA,NA,,*,,NA,,NA,,*,*,NA,,,*,*,NA,,,,,,,*,,*,,
1634,*,NA,NA,NA,,NA,NA,,NA,,*,,,,*,,,*,,NA,NA,,NA,NA,,NA,,NA,,NA,NA,,NA,,,NA,NA,,NA,,,,,,,NA,,NA,,,NA,,,,
124,*,,,,,,,,,,*,,*,*,*,*,*,*,,,,NA,,NA,NA,NA,,,,,*,,,,*,,,,,,,NA,NA,NA,,,,,,NA,NA,,NA,,
1562,*,NA,,*,,*,NA,NA,NA,,*,,,,,,,,,*,*,,*,NA,NA,NA,*,,,,,,,,,,,,,,,,,,,*,*,,,NA,NA,,NA,,
4444,*,NA,,NA,*,,,NA,,NA,,*,*,,,,,,,,NA,,,,NA,,NA,*,,,,,,,,*,,NA,,NA,,,*,,,,,,,,,,,NA,
3265,*,NA,*,,,,NA,*,NA,*,*,,,,,*,,*,,*,*,,*,NA,*,NA,*,,,,,,*,,,,,,,,,,*,,,,,,,*,NA,*,*,,*
414,*,,*,*,*,*,*,,*,*,,,*,,,,,,,,*,,,,,,,NA,NA,NA,,,,NA,NA,NA,,,,NA,NA,,,,NA,,,,NA,,,,,,
1948,*,,,*,,,,,,,*,*,*,*,*,*,*,*,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,
4564,*,NA,,*,,*,NA,NA,*,*,,,,,,,,,,,,,*,NA,NA,,*,,,*,,,,*,,*,*,*,,*,,,,,,*,*,,,NA,*,*,*,*,
152,*,,,,*,,,,,,*,*,*,*,*,,*,*,*,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,*,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,,,NA,NA,NA
2616,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,,*,,*,*,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6163,*,,,*,*,,,*,,,*,*,*,*,*,*,*,*,*,,*,*,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,*,,*,*,*,*,,*,,*,*,NA,NA,NA,NA,,NA,,NA,*,*,,,,,,,NA,NA,NA,*,NA,,NA,NA,NA,,NA,,NA,NA,*,NA,,NA,*,NA,,NA,*,,,,NA,
