ID,control_1_6wks_6wks_flush_1_exudate_aqueous,control_1_6wks_6wks_flush_2_exudate_aqueous,control_1_15wks_15wks_flush_1_exudate_aqueous,control_1_15wks_15wks_flush_2_exudate_aqueous,control_2_6wks_6wks_flush_1_exudate_aqueous,control_2_6wks_6wks_flush_2_exudate_aqueous,control_2_15wks_15wks_flush_1_exudate_aqueous,control_2_15wks_15wks_flush_2_exudate_aqueous,jm0034dot001_6wks_flush_1_exudate_aqueous,jm0034dot001_6wks_flush_2_exudate_aqueous,jm0034dot001_15wks_flush_1_exudate_aqueous,jm0034dot001_15wks_flush_2_exudate_aqueous,jm0062dot001_6wks_flush_1_exudate_aqueous,jm0062dot001_6wks_flush_2_exudate_aqueous,jm0062dot001_15wks_flush_1_exudate_aqueous,jm0062dot001_15wks_flush_2_exudate_aqueous,jpn_2011_004_15wks_flush_1_exudate_aqueous,jpn_2011_004_15wks_flush_2_exudate_aqueous,jpn_2011_023_15wks_flush_1_exudate_aqueous,jpn_2011_023_15wks_flush_2_exudate_aqueous,jy025_15wks_flush_1_exudate_aqueous,jy025_15wks_flush_2_exudate_aqueous,jy027_15wks_flush_1_exudate_aqueous,jy027_15wks_flush_2_exudate_aqueous,kms062_15wks_flush_1_exudate_aqueous,kms062_15wks_flush_2_exudate_aqueous,kms113_6wks_flush_1_exudate_aqueous,kms113_6wks_flush_2_exudate_aqueous,kms113_15wks_flush_1_exudate_aqueous,kms113_15wks_flush_2_exudate_aqueous,pi417947_6wks_flush_1_exudate_aqueous,pi417947_6wks_flush_2_exudate_aqueous,pi417947_15wks_flush_1_exudate_aqueous,pi417947_15wks_flush_2_exudate_aqueous,pms_165_6wks_flush_1_exudate_aqueous,pms_165_6wks_flush_2_exudate_aqueous,pms_165_15wks_flush_1_exudate_aqueous,pms_165_15wks_flush_2_exudate_aqueous,pms_182_6wks_flush_1_exudate_aqueous,pms_182_6wks_flush_2_exudate_aqueous,pms_182_15wks_flush_1_exudate_aqueous,pms_182_15wks_flush_2_exudate_aqueous,pms_546_6wks_flush_1_exudate_aqueous,pms_546_6wks_flush_2_exudate_aqueous,pms_546_15wks_flush_1_exudate_aqueous,pms_546_15wks_flush_2_exudate_aqueous,ui10_00009_15wks_flush_1_exudate_aqueous,ui10_00009_15wks_flush_2_exudate_aqueous,ui11_00002_6wks_flush_1_exudate_aqueous,ui11_00002_6wks_flush_2_exudate_aqueous,ui11_00002_15wks_flush_1_exudate_aqueous,ui11_00002_15wks_flush_2_exudate_aqueous,ui14_00019_6wks_flush_1_exudate_aqueous,ui14_00019_6wks_flush_2_exudate_aqueous,ui14_00019_15wks_flush_1_exudate_aqueous,ui14_00019_15wks_flush_2_exudate_aqueous,ui25_00001_6wks_flush_1_exudate_aqueous,ui25_00001_6wks_flush_2_exudate_aqueous,ui25_00001_15wks_flush_1_exudate_aqueous,ui25_00001_15wks_flush_2_exudate_aqueous
1,31.673213000478746,29.490761089554173,32.67947909666074,31.46680259322401,30.052826911673638,28.28972348042305,32.58570208909664,31.905781971111384,29.93585585589272,28.744100016622603,28.497462375991763,27.006741553516335,28.235257434531,28.16616909525726,29.691729529346105,28.96817421437372,27.463359225550516,28.07113898081071,30.152608038115044,28.30419647125436,31.389529544729065,28.82663012961577,28.487831079847375,29.499561949899032,28.199880972456423,26.43397285831136,29.540060425521457,27.93107723613236,28.66959081604564,27.93266127813829,29.64151209537141,27.960035688716243,27.916787834779633,24.942120988462186,25.183975932921808,24.593339725564874,30.623826825381425,29.468434928983303,29.527691255499274,28.1100547445972,28.833536401171067,26.7319314632203,29.13260461085721,24.41108715340116,30.39819383413634,29.23644542102492,32.252727176291074,31.110797341873692,29.512657925436585,27.97724023282689,28.552148772426527,27.39490264655094,29.680428120231788,29.367828689530178,30.903020291455658,29.18095344191883,29.336478117505482,28.04816324539511,31.69479560929357,30.26059505245739
2,30.86368024402506,28.82816087859665,30.847074097246278,29.288738195673297,29.28639818420368,27.696659546549842,30.784578529704632,29.639821831697645,28.93385837846623,27.71803819008369,26.66839278229595,25.754483513796092,27.389785378734178,27.264945057441306,28.104324167106828,27.279854069629334,26.28312094435569,26.718653403898145,28.347949707142597,26.834983892072216,29.822446053545807,27.446746674478902,27.179414326315015,27.889529535343996,26.719296052557347,25.835166691602424,28.675981022543034,27.216482764094938,27.38555675152407,26.497615250435608,28.782735441936154,24.65243865948288,26.496965514994073,21.086530931557483,25.171895660240928,23.49716158163604,28.857295960362023,27.86315023858806,24.077758629976152,27.31442285076237,27.748039191002132,23.520585909168737,25.14975596307504,24.072930190459616,28.243814721333834,23.699321524875515,30.620059909505347,29.379097643004222,28.781877779026946,27.3033371771351,27.28786901302275,26.264877758418606,28.729629955157613,24.506941297855377,29.032817466397823,27.660269707286847,28.42500756179909,24.233970791469194,29.792637142475684,28.365045209397884
3,30.189964565260635,30.25767864019942,31.08740996572726,30.172540459795606,28.855280911500042,29.711659962931847,30.996534689767827,31.35053216453808,27.965631125435078,28.74742031584173,28.659236182158523,28.69991636818747,28.163520043107596,29.27039831408505,28.752306960148104,28.403754825116078,28.27875947531798,28.527254588779478,28.419438471834983,28.706669051915462,30.970468124422005,29.41050854941682,28.35105971783661,29.349300665952057,27.754289459255112,28.322854540176074,29.31138287581225,28.8102196051472,27.486170441043527,27.750120332101535,28.58078367848676,29.035976239725017,27.411656320911767,27.382843239470557,29.30881950288793,29.371811036100627,29.94564734789206,28.568988538701028,28.734074633066722,28.853615604221222,28.52733943057215,28.11089355252277,28.911157941487804,29.23933209456058,28.502394320315283,29.479853565492782,30.361952530753097,29.844546160465075,29.26020938749794,29.64455531661211,29.035518465488046,27.987672000057582,28.8421924245738,29.346549384981284,29.493774093909312,30.28099453758438,28.30958585059394,29.70550007855579,29.88585048515815,29.703719419206173
4,23.834750697186724,23.846542514079673,24.05126976913284,23.74297199488153,23.398319615171154,23.415416418566952,24.237727758462846,23.757031692149443,22.98551360149224,23.100455597508134,22.89439623281901,22.96206330404552,23.510961777576718,23.70857479047315,23.080533679262032,23.284847403660404,23.797225953294852,23.607770244249437,23.175318762966263,23.416741483498352,23.668243508710827,23.415628715143473,24.012838004051456,24.376880481522623,23.597119149621513,23.842414939661392,23.79938427962878,23.725735176904255,23.721195023753843,23.047020427899913,22.951276226027645,22.943123620524744,22.58141611770944,22.870672016238068,22.765892400169946,23.02210572897842,22.681287733833116,22.711141771241465,23.071778260599082,23.35556260867955,23.158610764458096,23.493011619666344,22.967857708426347,23.539032851133975,31.486595561190313,23.007983516232315,23.807851334474798,23.69459334777232,23.083168384025036,23.377958897337027,23.208199978834443,23.062692932542554,22.870316761814138,22.84541225483971,22.517656061200203,22.915277042395406,23.50176153991692,23.609658854403133,23.88354220493111,23.397486405199864
5,30.72414886045237,28.950305435374524,30.60638882173563,29.60435205969504,28.705435914014842,27.506417480817408,30.889812935877643,29.815769248056352,28.351669796737752,27.209333482404304,27.029339971304218,24.883981370017967,27.395526832099833,26.741185263843338,26.889487871033456,25.781572282071735,26.526393188265644,26.28587545090367,27.865661500214845,26.398359129625803,29.057405294001452,27.02605826443442,28.524332942432583,29.89436064694566,27.292475789664575,26.319107731127925,28.317103215864364,27.083100704046956,28.117776792642506,27.376999273150503,26.552390893921448,25.25753593901038,24.62639874264344,22.440789654127254,28.65037957036113,27.21289292578759,28.225228195753346,26.96365914757419,27.622877746023224,26.742201822253513,27.386466993122465,25.58225692266887,28.209036790505166,26.785997421674764,27.059905627744993,26.748645389581544,29.872910821537417,28.847838562730303,28.38058757969694,27.24937031569464,27.849709234343095,26.631363868918193,27.19702066038389,26.194650299173983,26.52557280444274,25.330373426402513,28.486904275750778,27.467663459012954,29.638087075767725,28.53822188336072
6,29.99927823236394,28.322259679565143,29.844358909020887,28.318068763349896,28.204207405944206,26.88200302804799,30.010352105731332,28.7890442360629,27.866114641560436,26.66613097764613,25.461607648297203,24.44352232456135,27.12000752435001,26.765257889496677,25.963562042283684,25.370724097561133,25.451469023153848,25.376993212188474,26.712913558398352,25.424872801750688,28.512010565005014,26.14161631724142,25.316157107965854,25.809450619822375,24.808283333843036,24.55032689297973,27.807636362217863,26.356519486087976,25.444130998331186,25.04166417606583,28.20085984339194,26.54462753330256,24.427381200575457,22.97191834356947,27.935050970356983,26.67021443385525,27.888859218633026,26.61000255078473,27.544645388553885,26.54683267785465,25.287288579995142,24.330549151689826,27.42886119084101,26.08889273165036,26.820934340830828,26.007389450660636,29.120983561740296,27.964093826233242,27.550124980779323,26.179493614028853,25.205607727115023,24.5332278668459,28.320686796258308,27.373615012057645,27.431397838582292,26.41487695740999,27.807344607703108,26.567520756355798,28.454555537481546,27.01525004452054
7,26.95562081349302,25.068838711481153,29.661596749123362,31.460306507041707,24.81663039348973,24.999480882521535,29.008963538235676,30.1194015568807,23.975315788568192,23.992675694131226,28.099714653876237,29.583422128058995,25.198994676565587,24.082574666731464,26.51414035067732,25.91375144278108,25.051302891023422,25.695065962708476,29.070791924343997,28.849071445980755,24.707891938365844,30.51779878337006,30.445313848625695,30.627836294865187,30.194224827776445,24.97620985030235,25.117483697016187,24.704598588119797,27.044179120041107,27.541803348089047,23.822808176832403,NA,24.107680374770197,22.298845167530107,24.944078551096133,25.143358612034238,29.216365404700063,30.232473801143136,25.694705397639474,25.118421205620905,29.61144027320765,29.240601019457678,25.776894765043295,24.99078857200257,28.46137305888668,27.835485564904783,30.29264412543749,30.10739612952551,24.724732337053652,24.331719914923777,27.990331169785325,28.02679439574518,NA,NA,27.585309460324154,28.200775670012522,24.408981827219883,24.4193326563592,27.948657193164436,25.866904712556
8,21.835547501132154,21.43107606954357,21.030248252221813,20.71954390833738,21.586497378910746,21.473887290360192,21.53229077963474,20.895657493860792,21.038157399683925,21.153357895622996,20.502960910306467,21.189025259439184,21.84860215740923,23.226466383998062,21.930656843552864,22.100724000129514,21.615131662803766,20.71469550935501,20.986139598561866,21.573786183238102,20.991856966500546,21.2447959060026,21.200603468327785,22.028998130660867,20.47528970606159,21.369764864643436,21.48294711280426,23.84982728396362,21.790895608644192,20.902736731297207,20.66025015158683,20.82971261576032,19.461704891983807,20.780099111139013,21.5178609673557,22.988820390391325,20.447684798738287,20.288357736139563,23.404614098365055,21.271288289272324,20.91551026902929,20.1230460436739,21.177790014763964,21.409223380870003,31.089016251651053,20.60538857052971,20.72868728169178,21.631645401655728,20.889225850556567,21.139533367743763,22.783473138087544,20.927835527877882,21.12728395796032,22.61408237736421,20.91594556913819,20.49601693686138,21.02561665270862,21.40875934545572,20.96266886872888,21.020466518013215
9,26.56708314279239,24.330410760630294,26.15790210339385,24.813452368104027,23.88082960505651,22.512092707130684,26.35157296165591,25.098683547498233,23.785040962420258,23.526347631268198,21.686408540134064,21.76495721069387,24.373463902148664,23.293710508071136,24.33539071522888,22.388001188088985,23.175006552156454,24.17224279708675,20.142607711377543,22.350690104862647,26.223565836292888,22.567908314387168,22.895288970126014,24.64244242938673,22.818830390568905,24.39854364592805,25.42515789971394,23.742096050640033,24.048647520596045,22.71567638503959,24.974885911865055,22.433476409154803,21.155885660363552,21.624118305907714,24.517176075111426,23.624007594435916,24.900994641899665,24.153659077107914,24.242538239333328,22.208000019030166,22.833163721877362,22.82166660887194,24.193303267610194,22.35927974165533,31.11227995740405,23.401709713462633,25.51069876366256,23.68447640249464,24.879023377605893,21.58828332866631,22.832971974633892,22.056900952392873,23.488112211837144,23.485250302795794,21.826881378703334,21.578447628454743,22.523272020020933,23.29089328598266,25.231027503715268,25.31423567094388
10,24.453880955320628,23.452336621728037,23.31258482223139,22.265713214510612,24.383025370134796,22.489851265891293,23.840694746814062,22.60087785394535,24.116973043084037,22.1177739593127,22.975621780504003,21.836412035708985,23.696419503339154,23.027571273059003,22.678159852333923,21.674884253712428,22.194731878890934,22.51346332029459,22.904943052510824,22.113190689488402,22.425064025405156,22.460108079741882,22.40137736372445,23.467769058923512,22.94234391569669,22.066577999140588,23.7575089388664,23.05775132828385,22.560123952369118,22.162347094399674,23.37180061687241,21.631945197847337,20.999595397797354,20.625094334462045,24.279316847883834,22.42521566929158,21.563344918211207,22.125928243886595,23.633402580741784,22.553697821710298,22.274727754671332,21.55812574132893,23.749712534976723,22.313059756360726,30.894852548849883,22.762090432150412,23.130242723976792,22.96361466520001,23.655277797357435,22.39218979464424,22.853680154500516,21.89190980561679,23.458836927660073,22.407366531785147,23.049784830831527,21.66350850128319,23.990906500024213,24.755928537322045,23.0829465356505,22.519995101730174
