ID,control_1_6wks_6wks_flush_1_exudate_aqueous,control_1_6wks_6wks_flush_2_exudate_aqueous,control_1_15wks_15wks_flush_1_exudate_aqueous,control_1_15wks_15wks_flush_2_exudate_aqueous,control_2_6wks_6wks_flush_1_exudate_aqueous,control_2_6wks_6wks_flush_2_exudate_aqueous,control_2_15wks_15wks_flush_1_exudate_aqueous,control_2_15wks_15wks_flush_2_exudate_aqueous,jm0034dot001_6wks_flush_1_exudate_aqueous,jm0034dot001_6wks_flush_2_exudate_aqueous,jm0034dot001_15wks_flush_1_exudate_aqueous,jm0034dot001_15wks_flush_2_exudate_aqueous,jm0062dot001_6wks_flush_1_exudate_aqueous,jm0062dot001_6wks_flush_2_exudate_aqueous,jm0062dot001_15wks_flush_1_exudate_aqueous,jm0062dot001_15wks_flush_2_exudate_aqueous,jpn_2011_004_15wks_flush_1_exudate_aqueous,jpn_2011_004_15wks_flush_2_exudate_aqueous,jpn_2011_023_15wks_flush_1_exudate_aqueous,jpn_2011_023_15wks_flush_2_exudate_aqueous,jy025_15wks_flush_1_exudate_aqueous,jy025_15wks_flush_2_exudate_aqueous,jy027_15wks_flush_1_exudate_aqueous,jy027_15wks_flush_2_exudate_aqueous,kms062_15wks_flush_1_exudate_aqueous,kms062_15wks_flush_2_exudate_aqueous,kms113_6wks_flush_1_exudate_aqueous,kms113_6wks_flush_2_exudate_aqueous,kms113_15wks_flush_1_exudate_aqueous,kms113_15wks_flush_2_exudate_aqueous,pi417947_6wks_flush_1_exudate_aqueous,pi417947_6wks_flush_2_exudate_aqueous,pi417947_15wks_flush_1_exudate_aqueous,pi417947_15wks_flush_2_exudate_aqueous,pms_165_6wks_flush_1_exudate_aqueous,pms_165_6wks_flush_2_exudate_aqueous,pms_165_15wks_flush_1_exudate_aqueous,pms_165_15wks_flush_2_exudate_aqueous,pms_182_6wks_flush_1_exudate_aqueous,pms_182_6wks_flush_2_exudate_aqueous,pms_182_15wks_flush_1_exudate_aqueous,pms_182_15wks_flush_2_exudate_aqueous,pms_546_6wks_flush_1_exudate_aqueous,pms_546_6wks_flush_2_exudate_aqueous,pms_546_15wks_flush_1_exudate_aqueous,pms_546_15wks_flush_2_exudate_aqueous,ui10_00009_15wks_flush_1_exudate_aqueous,ui10_00009_15wks_flush_2_exudate_aqueous,ui11_00002_6wks_flush_1_exudate_aqueous,ui11_00002_6wks_flush_2_exudate_aqueous,ui11_00002_15wks_flush_1_exudate_aqueous,ui11_00002_15wks_flush_2_exudate_aqueous,ui14_00019_6wks_flush_1_exudate_aqueous,ui14_00019_6wks_flush_2_exudate_aqueous,ui14_00019_15wks_flush_1_exudate_aqueous,ui14_00019_15wks_flush_2_exudate_aqueous,ui25_00001_6wks_flush_1_exudate_aqueous,ui25_00001_6wks_flush_2_exudate_aqueous,ui25_00001_15wks_flush_1_exudate_aqueous,ui25_00001_15wks_flush_2_exudate_aqueous
1,31.31193950921124,29.19943619877353,32.589638272766294,31.306742151002243,30.007232418832736,28.13107522688356,32.39402172953483,31.910365022236206,29.712883620783753,28.64108482674499,28.624507438808877,27.17215651287771,28.02578116418455,27.99661032245257,29.783071553371357,28.851328555439974,27.448543410713935,28.107896900461277,30.299904771997358,28.424250804388098,31.15987643987301,28.876929680323936,28.093031792862984,29.219839024481022,28.495842981745486,26.4518754951953,29.329406432778665,27.85923498637323,28.41970518799183,28.19315599584415,29.968804956888814,28.347976186260592,29.15784987998856,25.679813033168948,25.423659691198893,24.636360819907075,30.585593706673006,29.576625988240362,29.523108204374452,27.91714024610971,29.158353454962054,26.579731500771636,29.420240581251498,24.317789687093047,29.007627509710094,29.563390743999367,31.99197877871951,30.861340253202844,29.83921209016576,28.120441388531404,28.733655012632767,27.63746421345007,29.651631481897933,29.482622873067065,31.07626792837498,29.37482799964865,29.563794839092164,28.12873615757028,31.442148802309443,30.22365496198161
2,30.50240675275755,28.536835987816005,30.757233273351833,29.12867775345153,29.24080369136278,27.538011293010353,30.592898170142817,29.644404882822467,28.710886143357264,27.615023000206076,26.795437845113064,25.919898473157467,27.18030910838773,27.095386284636618,28.19566619113208,27.163008410695586,26.26830512951911,26.755411323548714,28.49524644102491,26.955038225205953,29.592792948689752,27.49704622518707,26.784615039330625,27.609806609925986,27.01525806184641,25.853069328486363,28.465327029800243,27.14464051433581,27.13567112347026,26.75810996814147,29.110028303453557,25.04037915702723,27.738027560203,21.824222976264245,25.411579418518013,23.54018267597824,28.819062841653604,27.971341297845118,24.07317557885133,27.12150835227488,28.07285624479312,23.368385946720075,25.43739193346933,23.979632724151504,26.85324839690759,24.02626684784996,30.359311511933782,29.129640554333374,29.10843194375612,27.446538332839612,27.46937525322899,26.507439325317737,28.700833316823758,24.621735481392264,29.206065103317144,27.854144265016668,28.652324283385774,24.314543703644365,29.539990335491556,28.328105118922103
3,29.828691073993127,29.966353749418776,30.997569141832816,30.01248001757384,28.80968641865914,29.553011709392358,30.804854330206012,31.355115215662902,27.742658890326112,28.644405125964116,28.786281244975637,28.865331327548844,27.954043772761146,29.10083954128036,28.843648984173356,28.28690916618233,28.2639436604814,28.564012508430046,28.566735205717297,28.8267233850492,30.74081501956595,29.46080810012499,27.95626043085222,29.069577740534047,28.050251468544175,28.340757177060013,29.100728883069458,28.73837735538807,27.236284812989716,28.010615049807395,28.908076540004163,29.423916737269366,28.652718366120695,28.12053528417732,29.548503261165013,29.41483213044283,29.90741422918364,28.677179597958087,28.7294915819419,28.660701105733732,28.85215648436314,27.95869359007411,29.198793911882092,29.14603462825247,27.111827995889037,29.806798888467227,30.101204133181533,29.595089071794227,29.586763552227115,29.787756472316623,29.217024705694286,28.230233566956713,28.813395786239944,29.46134356851817,29.667021730828633,30.4748690953142,28.536902572180622,29.78607299073096,29.633203678174024,29.666779328730392
4,23.473477205919217,23.55521762329903,23.961428945238396,23.582911552659763,23.352725122330252,23.256768165027463,24.04604739890103,23.761614743274265,22.762541366383275,22.99744040763052,23.021441295636123,23.127478263406896,23.301485507230268,23.539016017668462,23.171875703287284,23.168001744726656,23.78241013845827,23.644528163900006,23.322615496848577,23.53679581663209,23.43859040385477,23.46592826585164,23.618038717067066,24.097157556104612,23.893081158910576,23.86031757654533,23.588730286885987,23.653892927145126,23.471309395700032,23.307515145605773,23.278569087545048,23.331064118069094,23.82247816291837,23.60836406094483,23.00557615844703,23.06512682332062,22.643054615124697,22.819332830498524,23.06719520947426,23.16264811019206,23.483427818249083,23.34081165721768,23.255493678820635,23.445735384825863,30.096029236764068,23.33492883920676,23.547102936903233,23.44513625910147,23.40972254875421,23.52116005304154,23.389706219040683,23.305254499441684,22.841520123480283,22.9602064383766,22.690903698119524,23.109151600125227,23.729078261503602,23.690231766578304,23.630895397946983,23.360546314724083
5,30.362875369184863,28.65898054459388,30.516547997841187,29.444291617473272,28.65984142117394,27.34776922727792,30.698132576315828,29.820352299181174,28.128697561628787,27.10631829252669,27.15638503412133,25.04939632937934,27.186050561753383,26.57162649103865,26.980829895058708,25.664726623137987,26.511577373429063,26.32263337055424,28.01295823409716,26.51841346275954,28.827752189145396,27.076357815142586,28.129533655448192,29.61463772152765,27.58843779895364,26.337010368011864,28.106449223121572,27.011258454287827,27.867891164588695,27.637493990856363,26.87968375543885,25.64547643655473,25.867460787852366,23.178481698834016,28.890063328638217,27.25591402012979,28.186995077044926,27.07185020683125,27.618294694898402,26.549287323766023,27.711284046913452,25.430056960220206,28.496672760899454,26.692699955366653,25.669339303318747,27.07559071255599,29.612162423965852,28.598381474059455,28.707141744426114,27.392571471399155,28.031215474549334,26.873925435817323,27.168224022050037,26.30944448271087,26.69882044136206,25.524247984132334,28.71422099733746,27.548236371188125,29.385440268783597,28.50128179288494
6,29.638004741096434,28.0309347887845,29.754518085126442,28.15800832112813,28.158612913103305,26.7233547745085,29.818671746169517,28.79362728718772,27.64314240645147,26.563115787768517,25.588652711114317,24.608937283922725,26.910531254003562,26.59569911669199,26.054904066308936,25.253878438627385,25.436653208317267,25.413751131839042,26.860210292280666,25.544927134884425,28.28235746014896,26.19191586794959,24.921357820981463,25.529727694404365,25.1042453431321,24.568229529863668,27.59698236947507,26.284677236328847,25.194245370277375,25.30215889377169,28.528152704909342,26.93256803084691,25.668443245784385,23.709610388276232,28.174734728634068,26.71323552819745,27.850626099924607,26.71819361004179,27.540062337429063,26.35391817936716,25.61210563378613,24.178349189241164,27.716497161235296,25.99559526534225,25.430368016404582,26.33433477363508,28.86023516416873,27.714636737562394,27.876679145508497,26.322694769733367,25.387113967321262,24.77578943374503,28.291890157924453,27.48840919559453,27.604645475501613,26.60875151513981,28.03466132928979,26.64809366853097,28.20190873049742,26.978309954044757
7,26.594347322225513,24.77751382070051,29.571755925228917,31.30024606481994,24.77103590064883,24.840832628982046,28.81728317867386,30.12398460800552,23.752343553459227,23.889660504253612,28.22675971669335,29.74883708742037,24.989518406219137,23.913015893926776,26.60548237470257,25.796905783847333,25.03648707618684,25.731823882359045,29.21808865822631,28.969125779114492,24.47823883350979,30.56809833407823,30.050514561641304,30.348113369447177,30.490186837065508,24.99411248718629,24.906829704273395,24.632756338360668,26.794293491987297,27.802298065794908,24.150101038349806,NA,25.348742419979125,23.03653721223687,25.18376230937322,25.18637970637644,29.178132285991644,30.340664860400196,25.690122346514652,24.925506707133415,29.936257326998636,29.088401057009015,26.064530735437582,24.89749110569446,27.070806734460433,28.16243088787923,30.031895727865926,29.857939040854664,25.051286501782826,24.47492107062829,28.171837409991564,28.269355962644312,NA,NA,27.758557097243475,28.394650227742343,24.636298548806565,24.49990556853437,27.69601038618031,25.82996462208022
8,21.474274009864647,21.139751178762925,20.94040742832737,20.559483466115612,21.540902886069844,21.315239036820703,21.340610420072924,20.900240544985614,20.81518516457496,21.050342705745383,20.63000597312358,21.35444021880056,21.63912588706278,23.056907611193374,22.021998867578116,21.983878341195766,21.600315847967185,20.75145342900558,21.13343633244418,21.69384051637184,20.76220386164449,21.29509545671077,20.805804181343394,21.749275205242856,20.771251715350655,21.387667501527375,21.27229312006147,23.77798503420449,21.54100998059038,21.163231449003067,20.987543013104233,21.21765311330467,20.702766937192735,21.517791155845774,21.757544725632783,23.031841484733526,20.409451680029868,20.396548795396622,23.400031047240233,21.078373790784834,21.240327322820278,19.970846081225236,21.46542598515825,21.31592591456189,29.698449927224807,20.932333893504154,20.467938884120215,21.38218831298488,21.21578001528574,21.282734523448276,22.964979378293783,21.170397094777012,21.098487319626464,22.728876560901096,21.089193206057512,20.6898914945912,21.252933374295303,21.489332257630892,20.710022061744752,20.983526427537434
9,26.205809651524884,24.03908586984965,26.068061279499407,24.65339192588226,23.835235112215607,22.353444453591194,26.159892602094097,25.103266598623055,23.562068727311292,23.423332441390585,21.813453602951178,21.930372170055243,24.163987631802215,23.124151735266448,24.42673273925413,22.271155529155237,23.160190737319873,24.209000716737318,20.289904445259857,22.470744437996384,25.993912731436833,22.618207865095336,22.500489683141623,24.36271950396872,23.11479239985797,24.41644628281199,25.21450390697115,23.670253800880904,23.798761892542235,22.97617110274545,25.302178773382458,22.821416906699152,22.39694770557248,22.361810350614476,24.75685983338851,23.667028688778117,24.862761523191246,24.261850136364973,24.237955188208506,22.015085520542677,23.15798077566835,22.669466646423277,24.48093923800448,22.26598227534722,29.721713632977803,23.72865503643708,25.249950366090996,23.43501931382379,25.205577542335067,21.731484484370824,23.014478214840132,22.299462519292003,23.45931557350329,23.60004448633268,22.000129015622655,21.772322186184564,22.750588741607615,23.37146619815783,24.97838069673114,25.2772955804681
10,24.09260746405312,23.161011730947394,23.222743998336945,22.105652772288845,24.337430877293894,22.331203012351803,23.649014387252247,22.60546090507017,23.894000807975072,22.014758769435087,23.102666843321117,22.00182699507036,23.486943232992704,22.858012500254315,22.769501876359175,21.55803859477868,22.179916064054353,22.55022123994516,23.052239786393137,22.23324502262214,22.1954109205491,22.51040763045005,22.00657807674006,23.1880461335055,23.238305924985752,22.084480636024526,23.54685494612361,22.98590907852472,22.310238324315307,22.422841812105535,23.699093478389813,22.019885695391686,22.24065744300628,21.362786379168806,24.51900060616092,22.46823676363378,21.52511179950279,22.234119303143654,23.628819529616962,22.360783323222808,22.59954480846232,21.405925778880267,24.03734850537101,22.219762290052614,29.504286224423637,23.089035755124858,22.869494326405228,22.71415757652916,23.98183196208661,22.535390950348752,23.035186394706756,22.13447137251592,23.430040289326218,22.522160715322034,23.223032467750848,21.85738305901301,24.218223221610895,24.836501449497216,22.830299728666372,22.483055011254393
